,date,time,comp,round,day,venue,result,gf,ga,opponent,xg,xga,poss,attendance,captain,formation,referee,match report,notes,sh,sot,dist,fk,pk,pkatt,season,team
21,2022-11-12,15:00,Championship,Matchweek 21,Sat,Home,D,1,1,Rotherham Utd,1.4,0.4,53.0,10071.0,Tom Lockyer,3-4-1-2,Steve Martin,Match Report,,18,7,17.1,0.0,0,0,2022,Luton Town
22,2022-12-10,15:00,Championship,Matchweek 22,Sat,Away,L,1,2,Middlesbrough,0.2,1.7,35.0,23187.0,Tom Lockyer,3-1-4-2,Gavin Ward,Match Report,,3,1,21.4,0.0,0,0,2022,Luton Town
23,2022-12-26,19:45,Championship,Matchweek 24,Mon,Home,W,2,1,Norwich City,1.9,1.3,47.0,9831.0,Dan Potts,3-1-4-2,Tim Robinson,Match Report,,13,3,13.1,1.0,0,0,2022,Luton Town
24,2022-12-29,18:00,Championship,Matchweek 25,Thu,Away,W,3,0,QPR,0.9,1.1,34.0,16030.0,Dan Potts,3-1-4-2,Gavin Ward,Match Report,,6,5,15.1,0.0,0,0,2022,Luton Town
25,2023-01-01,15:00,Championship,Matchweek 26,Sun,Away,W,2,1,Huddersfield,1.0,0.5,53.0,18333.0,Dan Potts,3-1-4-2,Matt Donohue,Match Report,,10,5,19.1,1.0,0,0,2022,Luton Town
27,2023-01-14,15:00,Championship,Matchweek 27,Sat,Home,L,2,3,West Brom,0.6,2.1,45.0,10069.0,Dan Potts,3-5-2,Joshua Smith,Match Report,,10,4,17.7,0.0,0,0,2022,Luton Town
29,2023-01-21,15:00,Championship,Matchweek 28,Sat,Away,W,2,0,Wigan Athletic,0.8,0.5,39.0,11125.0,Dan Potts,3-5-2,Andy Woolmer,Match Report,,8,2,15.6,0.0,0,0,2022,Luton Town
31,2023-01-31,19:45,Championship,Matchweek 29,Tue,Home,W,1,0,Cardiff City,2.0,0.5,62.0,9031.0,Tom Lockyer,3-4-1-2,Geoff Eltringham,Match Report,,14,3,17.0,0.0,0,1,2022,Luton Town
32,2023-02-04,15:00,Championship,Matchweek 30,Sat,Home,W,1,0,Stoke City,0.8,0.3,48.0,10031.0,Tom Lockyer,3-4-1-2,Dean Whitestone,Match Report,,11,4,19.9,0.0,0,0,2022,Luton Town
34,2023-02-11,15:00,Championship,Matchweek 31,Sat,Away,D,1,1,Coventry City,1.2,1.4,50.0,20366.0,Tom Lockyer,3-4-1-2,Steve Martin,Match Report,,8,6,9.8,0.0,0,0,2022,Luton Town
35,2023-02-15,19:45,Championship,Matchweek 32,Wed,Away,D,1,1,Preston,3.3,1.2,54.0,13903.0,Tom Lockyer,3-4-1-2,Joshua Smith,Match Report,,18,3,12.6,0.0,0,0,2022,Luton Town
36,2023-02-18,15:00,Championship,Matchweek 33,Sat,Home,L,0,1,Burnley,0.8,1.4,43.0,10066.0,Tom Lockyer,3-4-1-2,Jeremy Simpson,Match Report,,9,3,19.6,0.0,0,0,2022,Luton Town
37,2023-02-25,15:00,Championship,Matchweek 34,Sat,Away,W,1,0,Birmingham City,1.2,0.7,54.0,16866.0,Pelly Ruddock Mpanzu,3-4-1-2,David Webb,Match Report,,11,5,14.8,0.0,0,0,2022,Luton Town
38,2023-02-28,20:00,Championship,Matchweek 23,Tue,Home,D,2,2,Millwall,1.6,1.2,62.0,10060.0,Tom Lockyer,3-4-1-2,Geoff Eltringham,Match Report,,15,4,15.8,0.0,0,0,2022,Luton Town
39,2023-03-04,15:00,Championship,Matchweek 35,Sat,Home,W,1,0,Swansea City,2.7,0.5,42.0,10072.0,Tom Lockyer,3-4-1-2,Dean Whitestone,Match Report,,17,3,14.4,0.0,0,0,2022,Luton Town
40,2023-03-11,15:00,Championship,Matchweek 36,Sat,Away,W,1,0,Sheffield Utd,0.5,0.7,41.0,28006.0,Tom Lockyer,3-4-1-2,Leigh Doughty,Match Report,,6,1,15.5,1.0,0,0,2022,Luton Town
41,2023-03-15,19:45,Championship,Matchweek 37,Wed,Home,W,1,0,Bristol City,2.3,0.4,51.0,9899.0,Tom Lockyer,3-4-1-2,John Busby,Match Report,,15,5,15.0,1.0,0,0,2022,Luton Town
42,2023-03-18,15:00,Championship,Matchweek 38,Sat,Away,D,1,1,Sunderland,0.4,1.3,42.0,37579.0,Tom Lockyer,3-4-1-2,Scott Oldham,Match Report,,7,3,18.3,0.0,0,0,2022,Luton Town
43,2023-04-01,12:30,Championship,Matchweek 39,Sat,Home,W,2,0,Watford,1.6,0.1,45.0,10046.0,Tom Lockyer,3-4-1-2,Joshua Smith,Match Report,,13,6,19.2,0.0,0,0,2022,Luton Town
44,2023-04-07,12:30,Championship,Matchweek 40,Fri,Away,D,0,0,Millwall,0.2,0.6,50.0,18422.0,Tom Lockyer,3-1-4-2,Darren England,Match Report,,6,2,23.3,0.0,0,0,2022,Luton Town
45,2023-04-10,15:00,Championship,Matchweek 41,Mon,Home,W,3,1,Blackpool,2.1,0.9,57.0,9772.0,Tom Lockyer,3-4-1-2,Andrew Davies,Match Report,,21,4,13.7,0.0,0,0,2022,Luton Town
46,2023-04-15,15:00,Championship,Matchweek 42,Sat,Away,W,2,0,Rotherham Utd,1.9,0.2,54.0,11009.0,Sonny Bradley,3-4-1-2,Leigh Doughty,Match Report,,14,4,16.3,0.0,0,1,2022,Luton Town
47,2023-04-19,20:00,Championship,Matchweek 43,Wed,Away,D,1,1,Reading,2.7,0.6,68.0,14126.0,Sonny Bradley,3-4-1-2,Tim Robinson,Match Report,,18,5,15.7,0.0,0,0,2022,Luton Town
48,2023-04-24,20:00,Championship,Matchweek 44,Mon,Home,W,2,1,Middlesbrough,1.3,2.2,38.0,10063.0,Sonny Bradley,3-5-2,Graham Scott,Match Report,,7,2,15.9,0.0,1,1,2022,Luton Town
49,2023-05-01,17:30,Championship,Matchweek 45,Mon,Away,D,1,1,Blackburn,1.5,1.4,38.0,17261.0,Sonny Bradley,3-5-2,Darren England,Match Report,,13,4,14.5,0.0,0,0,2022,Luton Town
50,2023-05-08,15:00,Championship,Matchweek 46,Mon,Home,D,0,0,Hull City,0.5,0.9,40.0,10061.0,Sonny Bradley,3-5-2,James Linington,Match Report,,8,2,23.1,0.0,0,0,2022,Luton Town
51,2023-05-13,17:30,Championship,Semi-finals,Sat,Away,L,1,2,Sunderland,0.9,0.5,40.0,46060.0,Tom Lockyer,3-5-2,Tim Robinson,Match Report,Leg 1 of 2,11,5,17.2,1.0,0,0,2022,Luton Town
52,2023-05-16,20:00,Championship,Semi-finals,Tue,Home,W,2,0,Sunderland,2.8,0.4,38.0,10013.0,Tom Lockyer,3-5-2,Simon Hooper,Match Report,Leg 2 of 2; Luton Town won,16,3,11.9,0.0,0,0,2022,Luton Town
53,2023-05-27,16:45,Championship,Final,Sat,Neutral,D,1 (6),1 (5),Coventry City,1.1,1.0,45.0,85711.0,Tom Lockyer,3-5-2,Michael Oliver,Match Report,Luton Town won on penalty kicks following extra time,13,3,16.2,1.0,0,0,2022,Luton Town
0,2022-07-30,17:30,Championship,Matchweek 1,Sat,Home,D,1,1,West Brom,1.5,1.1,61.0,26567.0,Jonny Howson,3-5-2,Tony Harrington,Match Report,,16,2,20.5,0.0,0,0,2022,Middlesbrough
1,2022-08-06,15:00,Championship,Matchweek 2,Sat,Away,L,2,3,QPR,1.3,1.4,58.0,15796.0,Jonny Howson,3-5-2,Joshua Smith,Match Report,,12,3,12.1,0.0,0,0,2022,Middlesbrough
3,2022-08-14,14:00,Championship,Matchweek 3,Sun,Home,D,2,2,Sheffield Utd,1.7,0.5,56.0,26056.0,Jonny Howson,3-5-2,Andre Marriner,Match Report,,7,4,9.7,0.0,0,0,2022,Middlesbrough
4,2022-08-17,19:45,Championship,Matchweek 4,Wed,Away,D,2,2,Stoke City,1.9,0.9,59.0,18345.0,Jonny Howson,3-5-1-1,Michael Salisbury,Match Report,,15,4,13.7,0.0,0,0,2022,Middlesbrough
5,2022-08-20,15:00,Championship,Matchweek 5,Sat,Away,L,0,1,Reading,1.3,0.5,72.0,12318.0,Jonny Howson,3-5-1-1,James Linington,Match Report,,16,3,14.7,1.0,0,0,2022,Middlesbrough
6,2022-08-27,15:00,Championship,Matchweek 6,Sat,Home,W,2,1,Swansea City,0.9,1.2,40.0,23672.0,Jonny Howson,3-5-1-1,Robert Madley,Match Report,,7,3,17.6,0.0,0,0,2022,Middlesbrough
7,2022-08-30,20:00,Championship,Matchweek 7,Tue,Away,L,1,2,Watford,1.4,1.2,49.0,20022.0,Jonny Howson,3-5-1-1,Chris Kavanagh,Match Report,,14,3,21.5,0.0,0,0,2022,Middlesbrough
8,2022-09-05,20:00,Championship,Matchweek 8,Mon,Home,W,1,0,Sunderland,1.4,0.5,39.0,30391.0,Jonny Howson,3-5-1-1,Darren Bond,Match Report,,15,5,15.5,0.0,0,0,2022,Middlesbrough
9,2022-09-13,19:45,Championship,Matchweek 10,Tue,Home,L,2,3,Cardiff City,0.9,0.8,67.0,22124.0,Jonny Howson,3-5-1-1,Darren Bond,Match Report,,10,2,13.2,0.0,0,0,2022,Middlesbrough
10,2022-09-17,19:45,Championship,Matchweek 11,Sat,Home,D,0,0,Rotherham Utd,1.1,0.1,56.0,22960.0,Jonny Howson,3-5-2,Tim Robinson,Match Report,,13,3,15.3,0.0,0,0,2022,Middlesbrough
11,2022-10-01,15:00,Championship,Matchweek 12,Sat,Away,L,0,1,Coventry City,0.7,0.7,57.0,19788.0,Jonny Howson,3-5-2,Steve Martin,Match Report,,6,3,16.3,0.0,0,0,2022,Middlesbrough
12,2022-10-05,19:45,Championship,Matchweek 13,Wed,Home,W,1,0,Birmingham City,1.1,0.8,46.0,22374.0,Jonny Howson,3-5-2,Michael Salisbury,Match Report,,13,3,15.8,0.0,0,0,2022,Middlesbrough
13,2022-10-08,15:00,Championship,Matchweek 14,Sat,Away,L,0,2,Millwall,0.4,1.4,62.0,15638.0,Jonny Howson,3-5-2,Matt Donohue,Match Report,,7,1,14.9,1.0,0,0,2022,Middlesbrough
14,2022-10-15,15:00,Championship,Matchweek 15,Sat,Home,L,1,2,Blackburn,2.0,2.0,60.0,24213.0,Jonny Howson,3-5-2,Darren Bond,Match Report,,16,7,16.3,0.0,0,0,2022,Middlesbrough
15,2022-10-19,19:45,Championship,Matchweek 16,Wed,Away,W,4,1,Wigan Athletic,3.2,0.9,42.0,10226.0,Jonny Howson,3-4-3,Leigh Doughty,Match Report,,15,5,13.4,0.0,1,1,2022,Middlesbrough
16,2022-10-22,15:00,Championship,Matchweek 17,Sat,Home,D,0,0,Huddersfield,0.6,0.6,59.0,23661.0,Jonny Howson,4-3-3,Andrew Davies,Match Report,,11,2,15.8,1.0,0,0,2022,Middlesbrough
17,2022-10-29,15:00,Championship,Matchweek 18,Sat,Away,L,1,2,Preston,1.2,0.7,49.0,16984.0,Jonny Howson,4-4-2,Gavin Ward,Match Report,,9,1,12.9,1.0,0,0,2022,Middlesbrough
18,2022-11-01,19:45,Championship,Matchweek 19,Tue,Away,W,3,1,Hull City,0.9,0.5,44.0,16445.0,Jonny Howson,4-4-2,Dean Whitestone,Match Report,,6,3,14.0,0.0,0,0,2022,Middlesbrough
19,2022-11-05,15:00,Championship,Matchweek 20,Sat,Home,D,1,1,Bristol City,1.7,1.0,72.0,23899.0,Jonny Howson,4-2-3-1,Matt Donohue,Match Report,,23,9,15.9,0.0,0,0,2022,Middlesbrough
20,2022-11-08,19:45,Championship,Matchweek 9,Tue,Away,W,3,0,Blackpool,3.4,0.3,62.0,12191.0,Jonny Howson,4-2-3-1,Jeremy Simpson,Match Report,,18,4,17.8,0.0,1,1,2022,Middlesbrough
21,2022-11-12,15:00,Championship,Matchweek 21,Sat,Away,W,2,1,Norwich City,1.0,1.0,55.0,26673.0,Jonny Howson,4-2-3-1,Leigh Doughty,Match Report,,11,3,16.6,0.0,0,0,2022,Middlesbrough
22,2022-12-10,15:00,Championship,Matchweek 22,Sat,Home,W,2,1,Luton Town,1.7,0.2,65.0,23187.0,Jonny Howson,4-2-3-1,Gavin Ward,Match Report,,17,3,16.9,0.0,0,0,2022,Middlesbrough
23,2022-12-17,15:00,Championship,Matchweek 23,Sat,Away,L,1,3,Burnley,0.9,0.9,41.0,20603.0,Jonny Howson,4-2-3-1,David Webb,Match Report,,3,2,23.8,0.0,0,1,2022,Middlesbrough
24,2022-12-26,15:00,Championship,Matchweek 24,Mon,Home,W,4,1,Wigan Athletic,2.1,1.3,61.0,31048.0,Jonny Howson,4-2-3-1,Oliver Langford,Match Report,,14,7,12.9,0.0,0,0,2022,Middlesbrough
25,2022-12-29,19:45,Championship,Matchweek 25,Thu,Away,W,2,1,Blackburn,0.9,0.8,55.0,18128.0,Jonny Howson,4-2-3-1,Leigh Doughty,Match Report,,11,4,16.7,0.0,0,0,2022,Middlesbrough
26,2023-01-02,15:00,Championship,Matchweek 26,Mon,Away,W,3,1,Birmingham City,3.4,0.9,60.0,17823.0,Jonny Howson,4-2-3-1,Dean Whitestone,Match Report,,18,8,13.2,0.0,0,0,2022,Middlesbrough
28,2023-01-14,15:00,Championship,Matchweek 27,Sat,Home,W,1,0,Millwall,0.5,0.6,65.0,24614.0,Jonny Howson,4-2-3-1,Matt Donohue,Match Report,,7,3,18.7,0.0,0,0,2022,Middlesbrough
29,2023-01-22,12:00,Championship,Matchweek 28,Sun,Away,L,0,2,Sunderland,0.6,3.1,39.0,42584.0,Jonny Howson,4-2-3-1,James Linington,Match Report,,14,6,20.6,0.0,0,0,2022,Middlesbrough
30,2023-01-28,15:00,Championship,Matchweek 29,Sat,Home,W,2,0,Watford,1.6,1.2,57.0,25469.0,Jonny Howson,4-2-3-1,Darren Bond,Match Report,,14,6,13.0,0.0,0,0,2022,Middlesbrough
31,2023-02-04,15:00,Championship,Matchweek 30,Sat,Home,W,3,0,Blackpool,1.9,1.5,75.0,26299.0,Jonny Howson,4-2-3-1,Tim Robinson,Match Report,,13,6,13.3,0.0,0,0,2022,Middlesbrough
32,2023-02-11,15:00,Championship,Matchweek 31,Sat,Away,W,3,1,Cardiff City,1.8,1.7,62.0,19182.0,Jonny Howson,4-2-3-1,John Busby,Match Report,,10,3,11.7,0.0,0,0,2022,Middlesbrough
33,2023-02-15,20:00,Championship,Matchweek 32,Wed,Away,W,3,1,Sheffield Utd,1.7,1.9,51.0,29084.0,Jonny Howson,4-2-3-1,Andre Marriner,Match Report,,17,5,18.4,1.0,0,0,2022,Middlesbrough
34,2023-02-18,15:00,Championship,Matchweek 33,Sat,Home,W,3,1,QPR,2.3,0.7,60.0,27456.0,Darragh Lenihan,4-2-3-1,David Webb,Match Report,,11,8,14.7,0.0,0,1,2022,Middlesbrough
35,2023-02-25,15:00,Championship,Matchweek 34,Sat,Away,L,0,2,West Brom,1.0,1.8,70.0,25204.0,Jonny Howson,4-2-3-1,Darren Bond,Match Report,,12,3,14.8,0.0,0,0,2022,Middlesbrough
36,2023-03-04,15:00,Championship,Matchweek 35,Sat,Home,W,5,0,Reading,3.6,0.1,65.0,26823.0,Jonny Howson,4-2-3-1,Keith Stroud,Match Report,,11,4,17.8,0.0,2,2,2022,Middlesbrough
37,2023-03-11,15:00,Championship,Matchweek 36,Sat,Away,W,3,1,Swansea City,2.0,1.2,50.0,17021.0,Jonny Howson,4-2-3-1,Peter Bankes,Match Report,,13,6,17.9,0.0,1,1,2022,Middlesbrough
38,2023-03-14,20:00,Championship,Matchweek 37,Tue,Home,D,1,1,Stoke City,1.5,1.1,50.0,24779.0,Jonny Howson,4-2-3-1,Craig Pawson,Match Report,,9,3,13.6,1.0,0,0,2022,Middlesbrough
39,2023-03-18,15:00,Championship,Matchweek 38,Sat,Home,W,4,0,Preston,1.5,0.5,69.0,28304.0,Jonny Howson,4-2-3-1,Matt Donohue,Match Report,,16,5,18.3,1.0,0,0,2022,Middlesbrough
40,2023-04-01,15:00,Championship,Matchweek 39,Sat,Away,L,2,4,Huddersfield,2.3,2.1,75.0,20186.0,Jonny Howson,4-2-3-1,John Busby,Match Report,,20,6,14.9,0.0,0,0,2022,Middlesbrough
41,2023-04-07,20:00,Championship,Matchweek 40,Fri,Home,L,1,2,Burnley,1.4,1.4,47.0,30844.0,Jonny Howson,4-4-2,Darren Bond,Match Report,,8,2,23.5,0.0,1,1,2022,Middlesbrough
42,2023-04-10,17:30,Championship,Matchweek 41,Mon,Away,D,2,2,Bristol City,1.6,3.1,59.0,21726.0,Jonny Howson,4-2-3-1,Tim Robinson,Match Report,,10,4,15.4,0.0,0,0,2022,Middlesbrough
43,2023-04-14,20:00,Championship,Matchweek 42,Fri,Home,W,5,1,Norwich City,2.7,0.8,48.0,26429.0,Jonny Howson,4-2-3-1,Joshua Smith,Match Report,,8,6,14.0,0.0,0,0,2022,Middlesbrough
44,2023-04-19,20:00,Championship,Matchweek 43,Wed,Home,W,3,1,Hull City,2.5,0.8,55.0,24923.0,Jonny Howson,4-2-3-1,Andrew Davies,Match Report,,21,7,17.2,1.0,0,0,2022,Middlesbrough
45,2023-04-24,20:00,Championship,Matchweek 44,Mon,Away,L,1,2,Luton Town,2.2,1.3,62.0,10063.0,Jonny Howson,4-2-3-1,Graham Scott,Match Report,,9,1,13.1,0.0,0,0,2022,Middlesbrough
46,2023-05-01,13:00,Championship,Matchweek 45,Mon,Away,L,0,1,Rotherham Utd,0.8,0.3,76.0,11508.0,Darragh Lenihan,4-2-3-1,Keith Stroud,Match Report,,7,1,16.7,0.0,0,0,2022,Middlesbrough
47,2023-05-08,15:00,Championship,Matchweek 46,Mon,Home,D,1,1,Coventry City,0.7,0.7,73.0,32187.0,Darragh Lenihan,4-2-3-1,John Busby,Match Report,,8,3,17.3,1.0,0,0,2022,Middlesbrough
48,2023-05-14,12:00,Championship,Semi-finals,Sun,Away,D,0,0,Coventry City,0.9,0.5,60.0,28874.0,Darragh Lenihan,4-2-3-1,Robert Madley,Match Report,Leg 1 of 2,5,2,15.0,0.0,0,0,2022,Middlesbrough
49,2023-05-17,20:00,Championship,Semi-finals,Wed,Home,L,0,1,Coventry City,1.3,1.0,68.0,32154.0,Darragh Lenihan,4-2-3-1,David Coote,Match Report,Leg 2 of 2; Coventry City won,13,1,14.5,0.0,0,0,2022,Middlesbrough
0,2022-07-31,12:00,Championship,Matchweek 1,Sun,Away,D,1,1,Sunderland,0.7,0.7,61.0,40851.0,Kyle McFadzean,3-5-1-1,Darren Bond,Match Report,,9,2,22.2,1.0,0,0,2022,Coventry City
2,2022-08-13,15:00,Championship,Matchweek 3,Sat,Away,L,2,3,Millwall,1.3,1.6,55.0,13880.0,Kyle McFadzean,3-5-2,Robert Madley,Match Report,,17,7,20.0,0.0,0,0,2022,Coventry City
3,2022-08-27,15:00,Championship,Matchweek 6,Sat,Away,L,2,3,Hull City,2.9,3.0,60.0,17874.0,Kyle McFadzean,3-5-1-1,Oliver Langford,Match Report,,14,6,17.3,1.0,1,1,2022,Coventry City
4,2022-08-31,19:45,Championship,Matchweek 7,Wed,Home,L,0,1,Preston,0.8,1.5,54.0,18913.0,Kyle McFadzean,3-4-1-2,John Busby,Match Report,,13,4,17.6,0.0,0,0,2022,Coventry City
5,2022-09-03,15:00,Championship,Matchweek 8,Sat,Away,L,0,3,Norwich City,0.7,2.0,39.0,26487.0,Kyle McFadzean,3-5-2,Gavin Ward,Match Report,,6,1,18.7,0.0,0,0,2022,Coventry City
6,2022-09-14,19:45,Championship,Matchweek 10,Wed,Away,D,2,2,Luton Town,1.2,1.6,52.0,9546.0,Kyle McFadzean,3-5-2,Andrew Davies,Match Report,,11,4,19.4,0.0,0,0,2022,Coventry City
7,2022-09-17,15:00,Championship,Matchweek 11,Sat,Away,D,0,0,Birmingham City,0.8,1.3,52.0,16633.0,Kyle McFadzean,3-5-2,Graham Scott,Match Report,,13,3,21.1,0.0,0,0,2022,Coventry City
8,2022-10-01,15:00,Championship,Matchweek 12,Sat,Home,W,1,0,Middlesbrough,0.7,0.7,43.0,19788.0,Kyle McFadzean,3-5-2,Steve Martin,Match Report,,11,4,21.4,1.0,0,0,2022,Coventry City
9,2022-10-04,19:45,Championship,Matchweek 13,Tue,Away,D,0,0,Bristol City,1.2,0.5,38.0,18658.0,Kyle McFadzean,3-5-2,James Bell,Match Report,,10,2,16.1,1.0,0,0,2022,Coventry City
10,2022-10-08,15:00,Championship,Matchweek 14,Sat,Home,L,0,1,Burnley,0.3,0.8,40.0,19445.0,Kyle McFadzean,3-4-1-2,John Busby,Match Report,,6,0,18.6,0.0,0,0,2022,Coventry City
11,2022-10-15,15:00,Championship,Matchweek 15,Sat,Away,W,1,0,Cardiff City,1.9,0.7,47.0,19861.0,Kyle McFadzean,3-5-2,Robert Madley,Match Report,,11,4,14.9,0.0,0,0,2022,Coventry City
12,2022-10-19,19:45,Championship,Matchweek 16,Wed,Home,W,1,0,Sheffield Utd,1.3,1.1,48.0,17913.0,Kyle McFadzean,3-5-2,Keith Stroud,Match Report,,7,1,22.6,0.0,1,1,2022,Coventry City
13,2022-10-22,15:00,Championship,Matchweek 17,Sat,Away,W,2,0,Stoke City,0.8,0.7,35.0,22453.0,Kyle McFadzean,3-5-1-1,James Linington,Match Report,,8,3,15.6,0.0,0,0,2022,Coventry City
14,2022-10-25,19:45,Championship,Matchweek 2,Tue,Home,D,2,2,Rotherham Utd,2.2,1.6,52.0,18953.0,Kyle McFadzean,3-4-1-2,Andrew Davies,Match Report,,20,5,17.3,1.0,1,1,2022,Coventry City
15,2022-10-29,15:00,Championship,Matchweek 18,Sat,Home,L,1,2,Blackpool,1.3,2.0,55.0,8924.0,Kyle McFadzean,3-4-1-2,Darren Bond,Match Report,,15,4,19.7,0.0,0,0,2022,Coventry City
16,2022-11-01,19:45,Championship,Matchweek 19,Tue,Home,W,1,0,Blackburn,1.6,0.7,37.0,16530.0,Jamie Allen,3-4-3,Tim Robinson,Match Report,,15,7,21.2,2.0,0,0,2022,Coventry City
17,2022-11-05,15:00,Championship,Matchweek 20,Sat,Away,W,1,0,Watford,1.0,1.5,33.0,20164.0,Kyle McFadzean,3-4-3,Leigh Doughty,Match Report,,12,4,18.2,1.0,0,0,2022,Coventry City
18,2022-11-08,19:45,Championship,Matchweek 4,Tue,Home,W,2,0,Wigan Athletic,1.0,0.5,54.0,17227.0,Kyle McFadzean,3-4-3,Steve Martin,Match Report,,14,2,19.5,0.0,0,0,2022,Coventry City
19,2022-11-12,15:00,Championship,Matchweek 21,Sat,Home,W,2,0,QPR,1.3,0.8,49.0,23201.0,Kyle McFadzean,3-4-3,Keith Stroud,Match Report,,13,5,16.4,0.0,0,0,2022,Coventry City
20,2022-12-10,14:00,Championship,Matchweek 22,Sat,Away,L,0,1,Reading,1.0,0.6,60.0,15213.0,Jamie Allen,3-4-3,Matt Donohue,Match Report,,15,4,20.7,2.0,0,0,2022,Coventry City
21,2022-12-17,15:00,Championship,Matchweek 23,Sat,Home,D,3,3,Swansea City,1.2,2.7,30.0,17985.0,Jamie Allen,3-4-3,Robert Jones,Match Report,,17,9,19.9,1.0,0,0,2022,Coventry City
22,2022-12-21,19:45,Championship,Matchweek 9,Wed,Home,W,1,0,West Brom,2.5,0.7,45.0,22519.0,Jamie Allen,3-4-3,Keith Stroud,Match Report,,16,7,21.7,0.0,1,1,2022,Coventry City
23,2022-12-26,15:00,Championship,Matchweek 24,Mon,Away,L,1,3,Sheffield Utd,1.5,2.1,55.0,29651.0,Jamie Allen,3-4-3,Matt Donohue,Match Report,,10,3,21.9,2.0,0,1,2022,Coventry City
24,2022-12-29,19:45,Championship,Matchweek 25,Thu,Home,D,0,0,Cardiff City,1.0,0.2,58.0,21421.0,Jamie Allen,3-4-3,Anthony Backhouse,Match Report,,15,4,19.2,0.0,0,0,2022,Coventry City
25,2023-01-01,15:00,Championship,Matchweek 26,Sun,Home,D,1,1,Bristol City,1.9,1.3,52.0,19547.0,Jamie Allen,3-4-1-2,Jeremy Simpson,Match Report,,16,6,19.9,1.0,0,0,2022,Coventry City
27,2023-01-14,15:00,Championship,Matchweek 27,Sat,Away,L,0,1,Burnley,1.0,0.6,36.0,21290.0,Jamie Allen,3-4-3,David Webb,Match Report,,8,0,18.2,1.0,0,0,2022,Coventry City
28,2023-01-21,12:30,Championship,Matchweek 28,Sat,Home,L,2,4,Norwich City,0.7,1.7,35.0,19877.0,Jamie Allen,3-5-2,Joshua Smith,Match Report,,11,4,21.1,1.0,0,0,2022,Coventry City
29,2023-01-28,15:00,Championship,Matchweek 5,Sat,Home,W,2,0,Huddersfield,0.8,0.3,44.0,17557.0,Jamie Allen,3-4-3,Seb Stockbridge,Match Report,,9,5,15.7,0.0,0,0,2022,Coventry City
30,2023-02-03,20:00,Championship,Matchweek 30,Fri,Away,L,0,1,West Brom,1.4,2.1,47.0,24719.0,Jamie Allen,3-4-3,Gavin Ward,Match Report,,10,1,17.7,2.0,0,0,2022,Coventry City
31,2023-02-11,15:00,Championship,Matchweek 31,Sat,Home,D,1,1,Luton Town,1.4,1.2,50.0,20366.0,Kyle McFadzean,3-4-1-2,Steve Martin,Match Report,,11,2,20.3,0.0,1,1,2022,Coventry City
32,2023-02-14,19:45,Championship,Matchweek 32,Tue,Home,W,1,0,Millwall,1.1,0.6,44.0,16446.0,Kyle McFadzean,3-2-4-1,Matt Donohue,Match Report,,12,5,18.8,1.0,0,0,2022,Coventry City
33,2023-02-18,15:00,Championship,Matchweek 33,Sat,Away,W,2,0,Rotherham Utd,0.9,0.8,48.0,10865.0,Kyle McFadzean,3-2-4-1,Keith Stroud,Match Report,,8,6,14.7,0.0,0,0,2022,Coventry City
34,2023-02-25,12:30,Championship,Matchweek 34,Sat,Home,W,2,1,Sunderland,1.6,1.0,30.0,21437.0,Kyle McFadzean,3-4-3,Dean Whitestone,Match Report,,15,3,17.2,0.0,0,0,2022,Coventry City
35,2023-02-28,19:45,Championship,Matchweek 29,Tue,Away,D,0,0,Preston,0.9,1.6,50.0,13891.0,Kyle McFadzean,3-4-1-2,John Busby,Match Report,,11,4,22.0,0.0,0,0,2022,Coventry City
36,2023-03-04,15:00,Championship,Matchweek 35,Sat,Away,W,4,0,Huddersfield,1.8,1.1,54.0,19958.0,Kyle McFadzean,3-4-1-2,David Webb,Match Report,,13,5,17.1,0.0,0,0,2022,Coventry City
37,2023-03-11,15:00,Championship,Matchweek 36,Sat,Home,D,1,1,Hull City,2.1,0.8,56.0,22206.0,Kyle McFadzean,3-4-1-2,Joshua Smith,Match Report,,25,5,17.8,1.0,0,0,2022,Coventry City
38,2023-03-14,19:45,Championship,Matchweek 37,Tue,Away,D,1,1,Wigan Athletic,2.6,0.9,52.0,11014.0,Kyle McFadzean,3-4-1-2,Andy Woolmer,Match Report,,18,6,15.9,1.0,0,0,2022,Coventry City
39,2023-03-18,15:00,Championship,Matchweek 38,Sat,Away,W,4,1,Blackpool,2.4,1.3,56.0,14055.0,Kyle McFadzean,3-4-1-2,Geoff Eltringham,Match Report,,18,7,15.3,1.0,0,0,2022,Coventry City
40,2023-04-01,15:00,Championship,Matchweek 39,Sat,Home,L,0,4,Stoke City,1.5,4.3,48.0,23625.0,Kyle McFadzean,3-4-1-2,Samuel Barrott,Match Report,,15,6,20.3,2.0,0,0,2022,Coventry City
41,2023-04-07,15:00,Championship,Matchweek 40,Fri,Away,D,0,0,Swansea City,1.1,1.3,35.0,19960.0,Kyle McFadzean,3-5-1-1,John Busby,Match Report,,11,4,17.6,1.0,0,0,2022,Coventry City
42,2023-04-10,15:00,Championship,Matchweek 41,Mon,Home,D,2,2,Watford,2.2,0.9,49.0,21112.0,Kyle McFadzean,3-5-2,Keith Stroud,Match Report,,23,6,19.4,0.0,0,0,2022,Coventry City
