,date,time,comp,round,day,venue,result,gf,ga,opponent,xg,xga,poss,attendance,captain,formation,referee,match report,notes,sh,sot,dist,fk,pk,pkatt,season,team
4,2022-08-17,20:00,Championship,Matchweek 4,Wed,Away,D,0,0,West Brom,0.3,0.9,45.0,21820.0,Joe Ralls,4-2-3-1,Andy Madley,Match Report,,6,0,23.7,0.0,0,0,2022,Cardiff City
5,2022-08-21,12:00,Championship,Matchweek 5,Sun,Away,L,0,2,Bristol City,0.7,1.5,55.0,21649.0,Ryan Wintle,4-3-3,Thomas Bramall,Match Report,,10,3,18.3,0.0,0,0,2022,Cardiff City
6,2022-08-27,15:00,Championship,Matchweek 6,Sat,Home,D,0,0,Preston,1.1,0.2,59.0,17922.0,Joe Ralls,4-2-3-1,Andy Woolmer,Match Report,,22,2,22.1,0.0,0,0,2022,Cardiff City
7,2022-08-30,19:45,Championship,Matchweek 7,Tue,Home,L,1,2,Luton Town,1.5,1.7,64.0,7202.0,Joe Ralls,4-3-3,James Linington,Match Report,,17,2,21.2,0.0,0,0,2022,Cardiff City
8,2022-09-03,15:00,Championship,Matchweek 8,Sat,Away,L,0,2,Millwall,1.1,1.1,55.0,13010.0,Ryan Wintle,4-3-3,Jeremy Simpson,Match Report,,12,2,14.1,0.0,0,0,2022,Cardiff City
9,2022-09-13,19:45,Championship,Matchweek 10,Tue,Away,W,3,2,Middlesbrough,0.8,0.9,33.0,22124.0,Joe Ralls,5-3-2,Darren Bond,Match Report,,6,4,14.8,0.0,0,0,2022,Cardiff City
10,2022-09-17,15:00,Championship,Matchweek 11,Sat,Away,L,0,1,Huddersfield,1.1,0.9,66.0,19193.0,Ryan Wintle,5-4-1,Dean Whitestone,Match Report,,6,1,21.9,1.0,0,1,2022,Cardiff City
11,2022-10-01,15:00,Championship,Matchweek 12,Sat,Home,D,1,1,Burnley,0.8,0.9,42.0,18508.0,Joe Ralls,4-4-2,Gavin Ward,Match Report,,12,4,18.3,0.0,0,0,2022,Cardiff City
12,2022-10-04,20:00,Championship,Matchweek 13,Tue,Home,W,1,0,Blackburn,0.8,1.1,46.0,16150.0,Ryan Wintle,4-1-4-1,John Brooks,Match Report,,14,5,18.0,2.0,0,0,2022,Cardiff City
13,2022-10-08,15:00,Championship,Matchweek 14,Sat,Away,W,3,1,Wigan Athletic,1.4,0.9,39.0,10340.0,Joe Ralls,4-3-3,James Bell,Match Report,,10,6,17.7,1.0,0,0,2022,Cardiff City
14,2022-10-15,15:00,Championship,Matchweek 15,Sat,Home,L,0,1,Coventry City,0.7,1.9,53.0,19861.0,Joe Ralls,4-3-3,Robert Madley,Match Report,,15,1,17.8,0.0,0,0,2022,Cardiff City
15,2022-10-19,19:45,Championship,Matchweek 16,Wed,Away,L,0,3,QPR,0.1,2.5,31.0,12805.0,Ryan Wintle,5-3-2,James Linington,Match Report,,4,0,26.3,0.0,0,0,2022,Cardiff City
16,2022-10-23,12:00,Championship,Matchweek 17,Sun,Away,L,0,2,Swansea City,0.2,1.5,19.0,19814.0,Joe Ralls,4-3-3,Darren Bond,Match Report,,3,1,19.3,0.0,0,0,2022,Cardiff City
17,2022-10-29,15:00,Championship,Matchweek 18,Sat,Home,W,1,0,Rotherham Utd,2.0,0.1,62.0,17395.0,Joe Ralls,4-3-3,Oliver Langford,Match Report,,19,5,17.9,0.0,0,0,2022,Cardiff City
18,2022-11-02,19:45,Championship,Matchweek 19,Wed,Home,L,1,2,Watford,0.9,1.0,53.0,17036.0,Joe Ralls,4-3-3,Keith Stroud,Match Report,,11,3,17.9,0.0,0,0,2022,Cardiff City
19,2022-11-05,15:00,Championship,Matchweek 20,Sat,Away,W,1,0,Sunderland,1.9,0.7,40.0,27015.0,Joe Ralls,4-2-3-1,Andrew Davies,Match Report,,12,3,22.0,0.0,0,1,2022,Cardiff City
20,2022-11-08,19:45,Championship,Matchweek 9,Tue,Home,L,2,3,Hull City,0.8,1.6,45.0,16387.0,Joe Ralls,4-2-3-1,James Bell,Match Report,,12,2,22.9,0.0,0,0,2022,Cardiff City
21,2022-11-12,15:00,Championship,Matchweek 21,Sat,Home,L,0,1,Sheffield Utd,0.9,0.9,50.0,18700.0,Joe Ralls,4-2-3-1,Matt Donohue,Match Report,,12,2,17.8,0.0,0,0,2022,Cardiff City
22,2022-12-10,15:00,Championship,Matchweek 22,Sat,Away,D,2,2,Stoke City,0.7,0.8,56.0,20111.0,Joe Ralls,4-3-3,Andy Woolmer,Match Report,,8,5,17.3,0.0,0,0,2022,Cardiff City
23,2022-12-17,15:00,Championship,Matchweek 23,Sat,Home,D,1,1,Blackpool,1.5,0.5,55.0,17544.0,Joe Ralls,4-2-3-1,Joshua Smith,Match Report,,22,8,19.0,0.0,0,0,2022,Cardiff City
24,2022-12-26,17:15,Championship,Matchweek 24,Mon,Home,D,0,0,QPR,0.9,0.4,47.0,18549.0,Joe Ralls,4-2-3-1,Keith Stroud,Match Report,,11,0,17.1,1.0,0,0,2022,Cardiff City
25,2022-12-29,19:45,Championship,Matchweek 25,Thu,Away,D,0,0,Coventry City,0.2,1.0,42.0,21421.0,Joe Ralls,4-2-3-1,Anthony Backhouse,Match Report,,6,2,24.7,1.0,0,0,2022,Cardiff City
26,2023-01-01,12:00,Championship,Matchweek 26,Sun,Away,L,0,1,Blackburn,0.4,0.8,46.0,12499.0,Joe Ralls,4-2-3-1,Thomas Bramall,Match Report,,11,3,20.6,0.0,0,0,2022,Cardiff City
28,2023-01-14,15:00,Championship,Matchweek 27,Sat,Home,D,1,1,Wigan Athletic,1.0,2.0,58.0,18041.0,Joe Ralls,4-2-3-1,Jeremy Simpson,Match Report,,11,2,18.8,0.0,0,0,2022,Cardiff City
30,2023-01-21,15:00,Championship,Matchweek 28,Sat,Home,L,0,1,Millwall,1.3,1.4,59.0,18838.0,Ryan Wintle,4-2-3-1,Leigh Doughty,Match Report,,22,4,14.8,1.0,0,0,2022,Cardiff City
31,2023-01-31,19:45,Championship,Matchweek 29,Tue,Away,L,0,1,Luton Town,0.5,2.0,38.0,9031.0,Joe Ralls,4-3-3,Geoff Eltringham,Match Report,,11,4,24.4,1.0,0,0,2022,Cardiff City
32,2023-02-04,15:00,Championship,Matchweek 30,Sat,Away,L,0,1,Hull City,1.6,0.9,45.0,16584.0,Ryan Wintle,4-4-1-1,David Webb,Match Report,,13,2,20.9,1.0,0,1,2022,Cardiff City
33,2023-02-11,15:00,Championship,Matchweek 31,Sat,Home,L,1,3,Middlesbrough,1.7,1.8,38.0,19182.0,Joe Ralls,4-4-2,John Busby,Match Report,,15,4,20.7,3.0,0,0,2022,Cardiff City
34,2023-02-14,19:45,Championship,Matchweek 32,Tue,Away,W,2,0,Birmingham City,1.1,0.4,50.0,14369.0,Ryan Wintle,5-3-2,Gavin Ward,Match Report,,12,4,14.9,1.0,0,0,2022,Cardiff City
35,2023-02-17,20:00,Championship,Matchweek 33,Fri,Home,W,1,0,Reading,1.1,0.4,63.0,18879.0,Ryan Wintle,4-3-1-2,Darren Bond,Match Report,,19,5,19.1,1.0,0,0,2022,Cardiff City
36,2023-02-25,15:00,Championship,Matchweek 34,Sat,Away,L,0,2,Norwich City,0.6,1.7,36.0,25417.0,Joe Ralls,5-4-1,James Linington,Match Report,,9,2,23.5,1.0,0,0,2022,Cardiff City
37,2023-03-04,12:30,Championship,Matchweek 35,Sat,Home,W,2,0,Bristol City,0.6,0.9,38.0,22156.0,Joe Ralls,3-5-2,Matt Donohue,Match Report,,11,4,19.0,1.0,0,0,2022,Cardiff City
38,2023-03-11,15:00,Championship,Matchweek 36,Sat,Away,L,0,2,Preston,0.7,2.0,49.0,14295.0,Ryan Wintle,3-5-2,David Webb,Match Report,,13,4,19.6,1.0,0,0,2022,Cardiff City
39,2023-03-15,19:45,Championship,Matchweek 37,Wed,Home,D,1,1,West Brom,0.6,0.8,44.0,17785.0,Ryan Wintle,4-4-2,Leigh Doughty,Match Report,,11,2,23.9,0.0,0,0,2022,Cardiff City
40,2023-04-01,15:00,Championship,Matchweek 39,Sat,Home,L,2,3,Swansea City,1.2,1.7,41.0,28232.0,Joe Ralls,3-5-2,Keith Stroud,Match Report,,9,3,15.8,0.0,0,0,2022,Cardiff City
41,2023-04-07,15:00,Championship,Matchweek 40,Fri,Away,W,3,1,Blackpool,2.1,1.2,38.0,13462.0,Joe Ralls,3-4-1-2,Joshua Smith,Match Report,,13,5,16.4,1.0,0,0,2022,Cardiff City
42,2023-04-10,15:00,Championship,Matchweek 41,Mon,Home,L,0,1,Sunderland,1.3,2.0,33.0,23365.0,Ryan Wintle,4-4-2,Thomas Bramall,Match Report,,17,4,21.1,0.0,0,0,2022,Cardiff City
43,2023-04-15,12:30,Championship,Matchweek 42,Sat,Away,L,1,4,Sheffield Utd,1.6,3.0,45.0,27768.0,Joe Ralls,3-4-3,David Webb,Match Report,,14,5,25.9,0.0,1,1,2022,Cardiff City
44,2023-04-19,19:45,Championship,Matchweek 43,Wed,Away,W,3,1,Watford,1.6,2.4,27.0,17005.0,Joe Ralls,5-3-2,Jarred Gillett,Match Report,,9,5,11.0,0.0,0,0,2022,Cardiff City
45,2023-04-22,15:00,Championship,Matchweek 44,Sat,Home,D,1,1,Stoke City,1.3,0.4,36.0,20058.0,Joe Ralls,5-3-2,Andrew Davies,Match Report,,6,3,22.0,0.0,0,1,2022,Cardiff City
46,2023-04-27,20:00,Championship,Matchweek 38,Thu,Away,W,2,1,Rotherham Utd,2.1,0.9,53.0,10219.0,Joe Ralls,3-4-1-2,Oliver Langford,Match Report,,12,6,16.2,0.0,0,1,2022,Cardiff City
47,2023-04-30,12:00,Championship,Matchweek 45,Sun,Home,L,1,2,Huddersfield,0.8,2.4,58.0,26804.0,Joe Ralls,3-4-3,Michael Salisbury,Match Report,,8,2,18.4,0.0,0,0,2022,Cardiff City
48,2023-05-08,15:00,Championship,Matchweek 46,Mon,Away,L,0,3,Burnley,0.6,2.2,30.0,21594.0,Ryan Wintle,4-2-3-1,Matt Donohue,Match Report,,10,4,21.7,0.0,0,0,2022,Cardiff City
0,2022-07-30,15:00,Championship,Matchweek 1,Sat,Away,L,0,1,Blackpool,1.3,0.7,52.0,10831.0,Andy Yiadom,5-4-1,David Webb,Match Report,,12,3,11.5,0.0,0,0,2022,Reading
1,2022-08-06,15:00,Championship,Matchweek 2,Sat,Home,W,2,1,Cardiff City,1.4,0.5,40.0,13866.0,Andy Yiadom,5-4-1,Darren England,Match Report,,7,1,21.6,0.0,1,1,2022,Reading
3,2022-08-13,15:00,Championship,Matchweek 3,Sat,Away,L,0,4,Rotherham Utd,0.8,2.1,52.0,9263.0,Andy Yiadom,5-4-1,Steve Martin,Match Report,,12,6,18.2,1.0,0,0,2022,Reading
4,2022-08-17,20:00,Championship,Matchweek 4,Wed,Home,W,3,0,Blackburn,1.2,0.5,36.0,11780.0,Andy Yiadom,3-1-4-2,Keith Stroud,Match Report,,12,5,13.3,0.0,0,0,2022,Reading
5,2022-08-20,15:00,Championship,Matchweek 5,Sat,Home,W,1,0,Middlesbrough,0.5,1.3,28.0,12318.0,Andy Yiadom,3-5-2,James Linington,Match Report,,8,3,22.2,0.0,0,0,2022,Reading
6,2022-08-27,15:00,Championship,Matchweek 6,Sat,Away,W,1,0,Millwall,1.3,0.7,42.0,14352.0,Andy Yiadom,3-1-4-2,Chris Kavanagh,Match Report,,5,2,15.9,0.0,0,0,2022,Reading
7,2022-08-30,19:45,Championship,Matchweek 7,Tue,Away,L,0,4,Sheffield Utd,0.1,2.0,43.0,27810.0,Andy Yiadom,3-1-4-2,Gavin Ward,Match Report,,4,0,25.4,0.0,0,0,2022,Reading
8,2022-09-04,12:00,Championship,Matchweek 8,Sun,Home,W,2,1,Stoke City,2.7,0.7,40.0,12292.0,Andy Yiadom,3-5-2,David Coote,Match Report,,10,2,19.8,1.0,1,1,2022,Reading
9,2022-09-14,20:00,Championship,Matchweek 10,Wed,Home,L,0,3,Sunderland,0.3,1.0,36.0,12061.0,Andy Yiadom,3-5-2,Matt Donohue,Match Report,,6,2,17.6,0.0,0,0,2022,Reading
10,2022-09-17,15:00,Championship,Matchweek 11,Sat,Away,W,1,0,Wigan Athletic,1.2,0.6,39.0,10113.0,Andy Yiadom,3-4-3,David Webb,Match Report,,7,2,17.2,1.0,0,0,2022,Reading
11,2022-10-01,15:00,Championship,Matchweek 12,Sat,Home,W,3,1,Huddersfield,1.7,0.7,46.0,16684.0,Andy Yiadom,3-5-2,Oliver Langford,Match Report,,11,3,14.2,1.0,0,0,2022,Reading
12,2022-10-04,20:00,Championship,Matchweek 13,Tue,Home,D,1,1,Norwich City,0.4,1.3,35.0,11978.0,Tom Holmes,3-5-2,Darren Bond,Match Report,,10,3,20.0,0.0,0,0,2022,Reading
13,2022-10-07,20:00,Championship,Matchweek 14,Fri,Away,L,1,2,QPR,1.1,1.8,36.0,16656.0,Andy Yiadom,3-5-2,Thomas Bramall,Match Report,,8,1,21.8,2.0,1,1,2022,Reading
14,2022-10-15,15:00,Championship,Matchweek 15,Sat,Home,L,0,2,West Brom,1.2,0.6,58.0,14235.0,Andy Yiadom,3-5-2,Tim Robinson,Match Report,,18,6,16.0,1.0,0,0,2022,Reading
15,2022-10-18,19:45,Championship,Matchweek 16,Tue,Away,L,2,3,Swansea City,0.7,0.8,27.0,15717.0,Andy Yiadom,3-4-3,Andrew Davies,Match Report,,7,4,20.0,1.0,0,0,2022,Reading
16,2022-10-22,15:00,Championship,Matchweek 17,Sat,Home,W,2,0,Bristol City,1.5,0.2,41.0,13606.0,Tom Holmes,3-5-2,John Busby,Match Report,,15,4,22.5,0.0,0,0,2022,Reading
17,2022-10-29,15:00,Championship,Matchweek 18,Sat,Away,L,1,2,Burnley,0.6,1.2,30.0,18684.0,Andy Yiadom,3-4-3,Jeremy Simpson,Match Report,,11,4,21.4,0.0,0,0,2022,Reading
18,2022-11-01,19:45,Championship,Matchweek 19,Tue,Away,D,0,0,Luton Town,1.0,0.7,47.0,9620.0,Andy Yiadom,3-4-1-2,John Brooks,Match Report,,17,3,18.5,0.0,0,0,2022,Reading
19,2022-11-04,20:00,Championship,Matchweek 20,Fri,Home,L,1,2,Preston,1.2,0.9,47.0,11777.0,Andy Yiadom,3-1-4-2,David Webb,Match Report,,10,1,25.9,0.0,1,1,2022,Reading
20,2022-11-08,20:00,Championship,Matchweek 9,Tue,Away,L,0,2,Watford,0.3,2.1,46.0,18847.0,Andy Yiadom,4-1-4-1,James Linington,Match Report,,6,1,17.9,1.0,0,0,2022,Reading
21,2022-11-12,15:00,Championship,Matchweek 21,Sat,Away,W,2,1,Hull City,0.7,0.7,36.0,15997.0,Andy Yiadom,4-2-3-1,Gavin Ward,Match Report,,9,4,17.2,0.0,0,0,2022,Reading
22,2022-12-10,14:00,Championship,Matchweek 22,Sat,Home,W,1,0,Coventry City,0.6,1.0,40.0,15213.0,Andy Yiadom,3-1-4-2,Matt Donohue,Match Report,,9,3,18.0,1.0,0,0,2022,Reading
23,2022-12-16,20:00,Championship,Matchweek 23,Fri,Away,L,2,3,Birmingham City,2.0,2.0,64.0,14647.0,Andy Yiadom,3-1-4-2,Tim Robinson,Match Report,,20,7,16.0,1.0,0,0,2022,Reading
24,2022-12-27,17:15,Championship,Matchweek 24,Tue,Home,W,2,1,Swansea City,1.3,2.6,25.0,15452.0,Andy Yiadom,5-4-1,James Linington,Match Report,,8,3,21.9,0.0,0,1,2022,Reading
25,2022-12-30,19:45,Championship,Matchweek 25,Fri,Away,D,1,1,Norwich City,1.4,1.0,43.0,26218.0,Andy Yiadom,5-3-2,David Webb,Match Report,,10,3,20.2,2.0,1,1,2022,Reading
26,2023-01-02,15:00,Championship,Matchweek 26,Mon,Away,L,0,1,West Brom,0.4,0.7,41.0,25322.0,Andy Yiadom,3-1-4-2,Tom Nield,Match Report,,8,2,15.5,0.0,0,0,2022,Reading
28,2023-01-14,15:00,Championship,Matchweek 27,Sat,Home,D,2,2,QPR,1.5,2.0,38.0,14186.0,Andy Yiadom,3-1-4-2,Darren Bond,Match Report,,10,3,17.4,0.0,0,0,2022,Reading
29,2023-01-21,15:00,Championship,Matchweek 28,Sat,Away,L,0,4,Stoke City,0.4,1.9,60.0,19157.0,Andy Yiadom,5-3-2,Gavin Ward,Match Report,,7,3,17.1,1.0,0,0,2022,Reading
31,2023-02-04,15:00,Championship,Matchweek 30,Sat,Home,D,2,2,Watford,1.9,1.8,42.0,13861.0,Andy Yiadom,3-5-2,Steve Martin,Match Report,,13,5,18.1,1.0,1,1,2022,Reading
32,2023-02-11,15:00,Championship,Matchweek 31,Sat,Away,L,0,1,Sunderland,0.5,1.3,35.0,38046.0,Andy Yiadom,3-5-2,David Coote,Match Report,,9,1,20.1,0.0,0,0,2022,Reading
33,2023-02-14,20:00,Championship,Matchweek 32,Tue,Home,W,2,1,Rotherham Utd,1.1,1.1,52.0,9492.0,Andy Yiadom,3-5-2,John Busby,Match Report,,12,3,14.4,0.0,0,0,2022,Reading
34,2023-02-17,20:00,Championship,Matchweek 33,Fri,Away,L,0,1,Cardiff City,0.4,1.1,37.0,18879.0,Andy Carroll,3-5-2,Darren Bond,Match Report,,5,0,10.0,0.0,0,0,2022,Reading
35,2023-02-25,15:00,Championship,Matchweek 34,Sat,Home,W,3,1,Blackpool,1.4,0.8,42.0,17013.0,Andy Carroll,4-2-3-1,John Brooks,Match Report,,7,4,15.6,0.0,1,1,2022,Reading
36,2023-03-04,15:00,Championship,Matchweek 35,Sat,Away,L,0,5,Middlesbrough,0.1,3.6,35.0,26823.0,Andy Yiadom,4-2-3-1,Keith Stroud,Match Report,,3,0,18.6,0.0,0,0,2022,Reading
37,2023-03-07,20:00,Championship,Matchweek 29,Tue,Home,L,0,1,Sheffield Utd,0.5,1.4,45.0,9897.0,Andy Yiadom,3-5-2,Dean Whitestone,Match Report,,12,3,19.4,0.0,0,0,2022,Reading
38,2023-03-11,15:00,Championship,Matchweek 36,Sat,Home,L,0,1,Millwall,0.0,1.0,59.0,13265.0,Andy Yiadom,3-5-2,Michael Salisbury,Match Report,,2,0,29.4,0.0,0,0,2022,Reading
39,2023-03-15,19:45,Championship,Matchweek 37,Wed,Away,L,1,2,Blackburn,0.5,2.3,47.0,14023.0,Tom Holmes,4-2-3-1,Darren Bond,Match Report,,9,4,20.3,1.0,0,0,2022,Reading
40,2023-03-18,15:00,Championship,Matchweek 38,Sat,Home,D,1,1,Hull City,0.5,0.9,39.0,12033.0,Andy Yiadom,3-5-2,Gavin Ward,Match Report,,11,5,18.8,2.0,0,0,2022,Reading
41,2023-04-01,15:00,Championship,Matchweek 39,Sat,Away,D,1,1,Bristol City,0.9,1.1,33.0,20526.0,Andy Yiadom,3-5-2,Stephen Martin,Match Report,,7,1,18.8,0.0,0,0,2022,Reading
42,2023-04-07,15:00,Championship,Matchweek 40,Fri,Home,D,1,1,Birmingham City,0.5,0.6,48.0,16084.0,Andy Yiadom,3-5-2,Scott Oldham,Match Report,,12,3,21.7,0.0,0,0,2022,Reading
43,2023-04-10,15:00,Championship,Matchweek 41,Mon,Away,L,1,2,Preston,0.5,2.4,34.0,15092.0,Andy Yiadom,3-5-2,John Busby,Match Report,,8,3,18.8,0.0,0,0,2022,Reading
44,2023-04-15,15:00,Championship,Matchweek 42,Sat,Home,D,0,0,Burnley,0.3,1.1,25.0,19476.0,Andy Yiadom,4-4-2,Oliver Langford,Match Report,,7,0,19.6,0.0,0,0,2022,Reading
45,2023-04-19,20:00,Championship,Matchweek 43,Wed,Home,D,1,1,Luton Town,0.6,2.7,32.0,14126.0,Andy Yiadom,4-4-2,Tim Robinson,Match Report,,9,2,15.8,0.0,0,0,2022,Reading
46,2023-04-22,15:00,Championship,Matchweek 44,Sat,Away,L,1,2,Coventry City,0.5,1.7,48.0,23694.0,Andy Yiadom,4-4-2,Matt Donohue,Match Report,,11,3,22.2,1.0,0,0,2022,Reading
47,2023-04-29,15:00,Championship,Matchweek 45,Sat,Home,D,1,1,Wigan Athletic,2.1,1.7,57.0,21919.0,Andy Yiadom,4-4-2,Andrew Davies,Match Report,,21,5,14.6,0.0,0,0,2022,Reading
48,2023-05-08,15:00,Championship,Matchweek 46,Mon,Away,L,0,2,Huddersfield,0.5,1.0,55.0,21585.0,Andy Yiadom,4-1-4-1,Joshua Smith,Match Report,,9,0,20.3,0.0,0,0,2022,Reading
0,2022-07-30,15:00,Championship,Matchweek 1,Sat,Home,W,1,0,Reading,0.7,1.3,48.0,10831.0,Marvin Ekpiteta,4-3-3,David Webb,Match Report,,10,5,17.7,0.0,0,0,2022,Blackpool
1,2022-08-06,15:00,Championship,Matchweek 2,Sat,Away,L,0,2,Stoke City,1.1,1.9,51.0,23612.0,Marvin Ekpiteta,4-3-3,Robert Madley,Match Report,,10,0,18.8,0.0,0,0,2022,Blackpool
3,2022-08-13,15:00,Championship,Matchweek 3,Sat,Home,L,0,1,Swansea City,1.2,1.5,37.0,11519.0,Marvin Ekpiteta,4-5-1,Andy Woolmer,Match Report,,9,3,21.1,0.0,0,1,2022,Blackpool
4,2022-08-16,20:00,Championship,Matchweek 4,Tue,Away,W,1,0,QPR,1.1,0.8,41.0,12575.0,Marvin Ekpiteta,4-5-1,Andrew Davies,Match Report,,14,4,15.6,0.0,0,0,2022,Blackpool
5,2022-08-20,15:00,Championship,Matchweek 5,Sat,Away,D,3,3,Burnley,2.2,1.1,30.0,20620.0,Marvin Ekpiteta,4-2-3-1,Keith Stroud,Match Report,,12,8,12.1,1.0,0,0,2022,Blackpool
6,2022-08-27,15:00,Championship,Matchweek 6,Sat,Home,D,3,3,Bristol City,1.7,2.0,43.0,10804.0,Marvin Ekpiteta,4-2-3-1,Jeremy Simpson,Match Report,,19,4,16.0,1.0,0,0,2022,Blackpool
7,2022-08-31,20:00,Championship,Matchweek 7,Wed,Home,L,0,1,Blackburn,0.9,1.2,47.0,33383.0,Marvin Ekpiteta,4-4-2,Matt Donohue,Match Report,,13,1,15.4,0.0,0,0,2022,Blackpool
8,2022-09-04,15:00,Championship,Matchweek 8,Sun,Away,W,1,0,Huddersfield,0.7,1.8,37.0,18195.0,Marvin Ekpiteta,3-4-3,John Busby,Match Report,,7,2,21.2,0.0,0,0,2022,Blackpool
9,2022-09-14,19:45,Championship,Matchweek 10,Wed,Away,L,0,3,Rotherham Utd,0.4,2.4,51.0,9105.0,Marvin Ekpiteta,3-4-3,Michael Salisbury,Match Report,,6,1,15.9,0.0,0,0,2022,Blackpool
10,2022-09-17,15:00,Championship,Matchweek 11,Sat,Away,L,1,2,Millwall,0.8,1.2,54.0,11463.0,Marvin Ekpiteta,3-4-3,Darren Bond,Match Report,,9,2,14.7,0.0,0,0,2022,Blackpool
11,2022-10-01,15:00,Championship,Matchweek 12,Sat,Home,L,0,1,Norwich City,1.3,1.7,49.0,11594.0,Marvin Ekpiteta,4-3-3,David Coote,Match Report,,17,6,17.0,1.0,0,0,2022,Blackpool
12,2022-10-04,19:45,Championship,Matchweek 13,Tue,Away,D,0,0,Sunderland,0.9,0.9,39.0,35900.0,Marvin Ekpiteta,4-3-3,Jeremy Simpson,Match Report,,13,4,14.9,0.0,0,0,2022,Blackpool
13,2022-10-08,15:00,Championship,Matchweek 14,Sat,Home,W,3,1,Watford,1.4,0.4,27.0,11567.0,Marvin Ekpiteta,4-3-3,Robert Madley,Match Report,,18,9,17.6,0.0,0,0,2022,Blackpool
14,2022-10-15,15:00,Championship,Matchweek 15,Sat,Away,D,3,3,Sheffield Utd,1.2,3.3,37.0,28458.0,Marvin Ekpiteta,4-2-3-1,David Webb,Match Report,,10,3,17.0,0.0,0,0,2022,Blackpool
15,2022-10-19,19:45,Championship,Matchweek 16,Wed,Home,L,1,3,Hull City,0.6,1.0,50.0,9884.0,Chris Maxwell,4-2-3-1,Joshua Smith,Match Report,,8,1,14.4,1.0,0,0,2022,Blackpool
16,2022-10-22,12:30,Championship,Matchweek 17,Sat,Home,W,4,2,Preston,0.9,1.7,43.0,13632.0,Marvin Ekpiteta,4-3-3,Chris Kavanagh,Match Report,,11,5,18.5,0.0,0,0,2022,Blackpool
17,2022-10-29,15:00,Championship,Matchweek 18,Sat,Away,W,2,1,Coventry City,2.0,1.3,45.0,8924.0,Marvin Ekpiteta,4-3-3,Darren Bond,Match Report,,17,4,12.3,0.0,0,0,2022,Blackpool
18,2022-11-01,20:00,Championship,Matchweek 19,Tue,Away,L,0,1,West Brom,0.3,1.3,37.0,19786.0,Marvin Ekpiteta,4-3-3,Gavin Ward,Match Report,,4,0,18.6,0.0,0,0,2022,Blackpool
19,2022-11-05,15:00,Championship,Matchweek 20,Sat,Home,L,0,1,Luton Town,1.8,0.6,58.0,11452.0,Marvin Ekpiteta,4-3-3,Tim Robinson,Match Report,,19,6,16.1,1.0,0,0,2022,Blackpool
20,2022-11-08,19:45,Championship,Matchweek 9,Tue,Home,L,0,3,Middlesbrough,0.3,3.4,38.0,12191.0,Marvin Ekpiteta,4-3-3,Jeremy Simpson,Match Report,,7,1,21.3,0.0,0,0,2022,Blackpool
21,2022-11-12,15:00,Championship,Matchweek 21,Sat,Away,L,1,2,Wigan Athletic,0.3,1.2,30.0,14059.0,Marvin Ekpiteta,4-3-3,Andrew Davies,Match Report,,4,1,19.4,0.0,0,0,2022,Blackpool
22,2022-12-10,15:00,Championship,Matchweek 22,Sat,Home,D,0,0,Birmingham City,0.6,1.4,57.0,12854.0,Chris Maxwell,4-3-3,Thomas Bramall,Match Report,,9,0,20.0,2.0,0,0,2022,Blackpool
23,2022-12-17,15:00,Championship,Matchweek 23,Sat,Away,D,1,1,Cardiff City,0.5,1.5,45.0,17544.0,Gary Madine,4-4-2,Joshua Smith,Match Report,,9,2,20.0,0.0,0,0,2022,Blackpool
24,2022-12-26,15:00,Championship,Matchweek 24,Mon,Away,D,1,1,Hull City,1.2,1.4,33.0,19170.0,Gary Madine,4-1-2-1-2◆,John Brooks,Match Report,,16,5,16.8,1.0,0,0,2022,Blackpool
25,2022-12-29,20:15,Championship,Matchweek 25,Thu,Home,L,1,2,Sheffield Utd,1.4,1.0,56.0,4395.0,Gary Madine,4-3-1-2,Peter Bankes,Match Report,,14,3,18.6,0.0,0,0,2022,Blackpool
26,2023-01-01,15:00,Championship,Matchweek 26,Sun,Home,D,1,1,Sunderland,0.5,2.7,34.0,14117.0,Gary Madine,4-3-3,Tim Robinson,Match Report,,6,2,18.4,1.0,0,0,2022,Blackpool
28,2023-01-14,15:00,Championship,Matchweek 27,Sat,Away,L,0,2,Watford,0.4,1.8,48.0,19679.0,Gary Madine,4-4-2,Gavin Ward,Match Report,,6,2,17.2,1.0,0,0,2022,Blackpool
30,2023-02-04,15:00,Championship,Matchweek 30,Sat,Away,L,0,3,Middlesbrough,1.5,1.9,25.0,26299.0,Chris Maxwell,5-3-2,Tim Robinson,Match Report,,13,1,13.5,1.0,0,0,2022,Blackpool
31,2023-02-07,19:45,Championship,Matchweek 28,Tue,Home,D,2,2,Huddersfield,1.3,1.3,46.0,11164.0,Gary Madine,4-2-3-1,Graham Scott,Match Report,,11,3,13.2,0.0,0,0,2022,Blackpool
32,2023-02-11,15:00,Championship,Matchweek 31,Sat,Home,D,0,0,Rotherham Utd,0.7,0.8,46.0,12262.0,Chris Maxwell,4-2-3-1,Joshua Smith,Match Report,,10,3,16.9,0.0,0,0,2022,Blackpool
33,2023-02-15,19:45,Championship,Matchweek 32,Wed,Away,L,1,2,Swansea City,0.8,1.4,25.0,15345.0,Chris Maxwell,4-2-3-1,Geoff Eltringham,Match Report,,7,3,18.1,1.0,0,0,2022,Blackpool
34,2023-02-18,15:00,Championship,Matchweek 33,Sat,Home,W,1,0,Stoke City,0.8,2.3,31.0,13238.0,Callum Connolly,4-2-3-1,Matt Donohue,Match Report,,7,1,17.0,0.0,0,0,2022,Blackpool
